headshot,name,accountAge,first-indexed,last-indexed,UserId,game stats.highest-indexed.worth,game stats.highest-indexed.Heart,game stats.unique-indexed,game stats.total-index-worth,game stats.upgrades,game stats.best-drop,game stats.best-drop-worth,game stats.cases,game stats.highest-stars,game stats.highest-indexed.Heroic Helmet (Cyberpunk),game stats.highest-indexed.Fresh Socks (Billie Jean),game stats.highest-indexed.Party Sparkler,game stats.highest-indexed.Lush Bouquet,game stats.highest-indexed.Lol Pop,game stats.highest-indexed.Diamond,game stats.highest-indexed.Bunny Muffin (Gold),game stats.highest-indexed.Desk Calendar,game stats.highest-indexed.Gem Signet (Old Bronze),game stats.highest-indexed.Ring,game stats.highest-indexed.Lol Pop (Gold Star),game stats.highest-indexed.None,game stats.highest-indexed.Jelly Bunny,game stats.highest-indexed.Astral Shard (Crystal Punk),game stats.highest-indexed.Artisan Brick (Gold Block),game stats.highest-indexed.Evil Eye (8 Ball),game stats.highest-indexed.Snake Box,game stats.highest-indexed.Cupid Charm (Crystal Clear),game stats.highest-indexed.Mighty Arm (Body Builder),game stats.highest-indexed.Evil Eye,game stats.highest-indexed.Genie Lamp (Lava Lamp),game stats.highest-indexed.Precious Peach (Yin Yang),game stats.highest-indexed.Gem Signet (Death Star),game stats.highest-indexed.Eternal Candle (Bubble Bath),game stats.highest-indexed.Toy Bear (Fazbear),game stats.highest-indexed.Lunar Snake,game stats.highest-indexed.Toy Bear (Dark Knight),game stats.highest-indexed.Durov’s Cap (Tron),game stats.highest-indexed.Bonded Ring (Cat Bed),game stats.highest-indexed.Gem Signet (Amethyst),game stats.highest-indexed.Low Rider,game stats.highest-indexed.Low Rider (Neon Nitro),game stats.highest-indexed.Crystal Ball (Druid Circle),game stats.highest-indexed.Artisan Brick (USBrick),game stats.highest-indexed.Sakura Flower,game stats.highest-indexed.Jack in the box (Aliens),game stats.highest-indexed.Electric Skull (Terminator),game stats.highest-indexed.Hanging Star (This Is Fine),game stats.highest-indexed.Ion Gem (Prismatic),game stats.highest-indexed.Artisan Brick (Gold Bar),game stats.highest-indexed.Resistance Dog,game stats.highest-indexed.Spy Agaric,game stats.highest-indexed.Clover Pin (Corrupted),game stats.highest-indexed.Mighty Arm (Gladiator),game stats.highest-indexed.Diamond Ring (Black Hole),game stats.highest-indexed.Rose,game stats.highest-indexed.Love Potion (Banana),game stats.highest-indexed.Artisan Brick (Bomb Planted),game stats.highest-indexed.Astral Shard (Bogartite),game stats.highest-indexed.Heart Locket (Shield of Sun),game stats.highest-indexed.Flying Broom,game stats.highest-indexed.Holiday Drink,game stats.highest-indexed.Precious Peach (Angelic),game stats.highest-indexed.Hex Pox,game stats.highest-indexed.Heroic Helmet (Frozen Aegis),game stats.highest-indexed.Mad Pumpkin (Daredevil),game stats.highest-indexed.Durov’s Cap (RGB Glitch),game stats.highest-indexed.Love Candle (Golden Glow),game stats.highest-indexed.Heroic Helmet,game stats.highest-indexed.Light Sword,game stats.highest-indexed.Loot Bag (Conductor),game stats.highest-indexed.Mini Oscar (Fiery-Hot),game stats.highest-indexed.Durov’s Cap (Sunrise),game stats.highest-indexed.Gem Signet (8 Bit Diamond),game stats.highest-indexed.Hanging Star,game stats.highest-indexed.Rocket,game stats.highest-indexed.Loot Bag (Crypto Byte),game stats.highest-indexed.Durov’s Cap (Honey Bee),game stats.highest-indexed.Pet Snake,game stats.highest-indexed.Perfume Bottle,game stats.highest-indexed.Plush Pepe (Amalgam),game stats.highest-indexed.Artisan Brick (Fight Club),game stats.highest-indexed.Mighty Arm (Crystal Fist),game stats.highest-indexed.Nail Bracelet (Interstellar),game stats.highest-indexed.Snoop Dogg,game stats.highest-indexed.Durov’s Cap (Falcon),game stats.highest-indexed.Gift,game stats.highest-indexed.Valentine Box,game stats.highest-indexed.Star Notepad,game stats.highest-indexed.Genie Lamp (Cat Spirit),game stats.highest-indexed.Cupid Charm (Dryad Heart),game stats.highest-indexed.Nail Bracelet (Cat Person),game stats.highest-indexed.Hanging Star (Black Hole),game stats.highest-indexed.Ionic Dryer,game stats.highest-indexed.Jolly Chimp,game stats.highest-indexed.Flowers,game stats.highest-indexed.Astral Shard (Nectarite),game stats.highest-indexed.Scared Cat (Obelisk),game stats.highest-indexed.Hypno Lollipop,game stats.highest-indexed.Easter Egg (Creeper),game stats.highest-indexed.Durov’s Cap (Shadow),game stats.highest-indexed.Neko Helmet,game stats.highest-indexed.Jester Hat,game stats.highest-indexed.Artisan Brick (Cash Roll),game stats.highest-indexed.Mad Pumpkin (Frostbite),game stats.highest-indexed.Gem Signet,game stats.highest-indexed.Mad Pumpkin,game stats.highest-indexed.Xmax Stocking,game stats.highest-indexed.Heart Locket (Delegram),game stats.highest-indexed.Bonded Ring (Duckling),game stats.highest-indexed.Swicc Watch,game stats.highest-indexed.Witch Hat,game stats.highest-indexed.Astral Shard (Eve's Apple),game stats.highest-indexed.Tama Gadget,game stats.highest-indexed.Love Potion (Ice Queen),game stats.highest-indexed.Sakura Flower (Sunflower),game stats.highest-indexed.Cupid Charm,game stats.highest-indexed.Kissed Frog (Lava Leap),game stats.highest-indexed.Plush Pepe (Poison Dart),game stats.highest-indexed.Heart Locket (Neptune),game stats.highest-indexed.Precious Peach (Bubbling Blue),game stats.highest-indexed.Berry Box,game stats.highest-indexed.Cupid Charm (Pepe Love),game stats.highest-indexed.Mighty Arm,game stats.highest-indexed.Loot Bag (City Life),game stats.highest-indexed.Toy Bear,game stats.highest-indexed.Astral Shard,game stats.highest-indexed.Gem Signet (Elven Shade),game stats.highest-indexed.Bonded Ring (Rainbow),game stats.highest-indexed.Electric Skull (Half Alive),game stats.highest-indexed.Heart Locket (Synthwave),game stats.highest-indexed.Durov’s Cap (Sky High),game stats.highest-indexed.Magic Potion (Gold Medal),game stats.highest-indexed.Low Rider (Gold Rush),game stats.highest-indexed.Precious Peach (Rich Green),game stats.highest-indexed.Swicc Watch (Day Trader),game stats.highest-indexed.Ionic Dryer (Arc Reactor),game stats.highest-indexed.Gigner Cookie,game stats.highest-indexed.Precious Peach (Crypto Orange),game stats.highest-indexed.Sakura Flower (Flowey),game stats.highest-indexed.Jolly Chimp (Retro Cartoon),game stats.highest-indexed.Scared Cat (Cathulhu),game stats.highest-indexed.Nail Bracelet (Crypto Gem),game stats.highest-indexed.Swiss Watch (Memory Flash),game stats.highest-indexed.Record Player,game stats.highest-indexed.Bow Tie (Velvet Gold),game stats.highest-indexed.Scared Cat,game stats.highest-indexed.Durov’s Cap (Fun Time),game stats.highest-indexed.Heroic Helmet (Black Thorn),game stats.highest-indexed.Bow Tie (Dark Lord),game stats.highest-indexed.Gem Signet (Black Lotus),game stats.highest-indexed.Record Player (Dark Noir),game stats.highest-indexed.Signet Ring (Obsidian),game stats.highest-indexed.Heart Locket (Mecha Love),game stats.highest-indexed.Loot Bag (Pepe Bag),game stats.highest-indexed.Plush Pepe (Aqua Plush),game stats.highest-indexed.Durov’s Cap (Neon),game stats.highest-indexed.Nail Bracelet (Moon Cat),game stats.highest-indexed.Heart Locket (Trapped Heart)
rbxthumb://type=AvatarHeadShot&id=9731786465&w=420&h=420,sdhshshsh98,0,2025-10-16T06:38:15Z,2025-10-16T06:38:15Z,9731786465,300,,14,1121340,10,Nail Bracelet (Interstellar),197425,29,13889,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rbxthumb://type=AvatarHeadShot&id=9737939365&w=420&h=420,hoshahahahahaha,0,2025-10-17T06:37:59Z,2025-10-17T06:37:59Z,9737939365,625,,21,656625,97,Loot Bag (Crypto Byte),113750,91,1249,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rbxthumb://type=AvatarHeadShot&id=8528161235&w=420&h=420,Sigmozboy,144,2025-10-15T15:38:38Z,2025-10-15T15:38:38Z,8528161235,4465,,24,1042350,0,Gem Signet (8 Bit Diamond),105275,120,49442,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rbxthumb://type=AvatarHeadShot&id=2602969190&w=420&h=420,kirill228228556,1604,2025-10-16T09:41:52Z,2025-10-16T09:43:43Z,2602969190,650,,66,7872625,18,Precious Peach (Bubbling Blue),202750,4385,381680,,,,509.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rbxthumb://type=AvatarHeadShot&id=8962281551&w=420&h=420,syper5699,90,2025-10-17T06:39:18Z,2025-10-17T06:39:18Z,8962281551,15,571.0,111,7001320,505,Heart Locket (Shield of Sun),623500,1106,30472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rbxthumb://type=AvatarHeadShot&id=9726444308&w=420&h=420,fgebrg3grt,0,2025-10-15T09:21:54Z,2025-10-15T09:21:54Z,9726444308,0,,0,0,0,Heart,15,0,3000,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rbxthumb://type=AvatarHeadShot&id=5183267755&w=420&h=420,XuiXui19,717,2025-10-15T14:46:43Z,2025-10-17T07:58:20Z,5183267755,650,,112,25801975,342,Durov’s Cap (Honey Bee),305750,9169,100940,,,,985.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rbxthumb://type=AvatarHeadShot&id=3066092772&w=420&h=420,jfhvxhbf,1431,2025-10-17T06:39:18Z,2025-10-17T06:39:18Z,3066092772,15,644.0,32,105935,19,Electric Skull (Half Alive),13750,1128,10206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rbxthumb://type=AvatarHeadShot&id=9681504785&w=420&h=420,Maks0307757,6,2025-10-15T15:52:33Z,2025-10-15T15:52:33Z,9681504785,100,,10,23700,0,Eternal Rose,3325,37,14712,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rbxthumb://type=AvatarHeadShot&id=7996720800&w=420&h=420,sermlx1,250,2025-10-17T08:15:12Z,2025-10-17T08:15:12Z,7996720800,15,47.0,27,1556105,0,Mighty Arm,83750,138,71882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rbxthumb://type=AvatarHeadShot&id=3165339280&w=420&h=420,adeuitu,1392,2025-10-16T17:16:47Z,2025-10-16T17:16:47Z,3165339280,15,176.0,54,203105,174,Bonded Ring (Rainbow),21075,344,806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rbxthumb://type=AvatarHeadShot&id=9021165356&w=420&h=420,oorivals_team,82,2025-10-16T05:42:12Z,2025-10-16T05:42:12Z,9021165356,300,,39,533200,31,Genie Lamp (Cat Spirit),82050,66,76362,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rbxthumb://type=AvatarHeadShot&id=9049524824&w=420&h=420,solotambi,80,2025-10-15T20:59:24Z,2025-10-17T05:48:38Z,9049524824,15,22891.0,142,51014485,230,Plush Pepe (Poison Dart),1205075,57088,168329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rbxthumb://type=AvatarHeadShot&id=9289753768&w=420&h=420,BrawlStars0856,53,2025-10-15T19:03:05Z,2025-10-15T19:03:05Z,9289753768,15,430.0,33,361315,17,Astral Shard (Eve's Apple),117250,759,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rbxthumb://type=AvatarHeadShot&id=3510778958&w=420&h=420,jiruha8,1264,2025-10-16T05:35:04Z,2025-10-16T05:35:04Z,3510778958,15,35.0,36,623680,12,Durov’s Cap (Shadow),225000,168,1143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rbxthumb://type=AvatarHeadShot&id=7440911362&w=420&h=420,Artem224186,372,2025-10-15T11:17:24Z,2025-10-16T14:23:13Z,7440911362,100,,98,5634965,333,Heart Locket (Trapped Heart),487500,6926,201036,,,,,,1180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rbxthumb://type=AvatarHeadShot&id=4272540935&w=420&h=420,Lervixis,995,2025-10-15T09:08:15Z,2025-10-16T05:57:31Z,4272540935,15,252.0,88,3725170,206,Heart Locket (Cirque),1135075,552,272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rbxthumb://type=AvatarHeadShot&id=2463167491&w=420&h=420,gvrj60,1664,2025-10-15T12:39:39Z,2025-10-15T12:39:39Z,2463167491,15,241.0,73,2735455,49,Heart Locket (Synthwave),450275,644,2431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rbxthumb://type=AvatarHeadShot&id=8436772746&w=420&h=420,Florixxz_SSD,159,2025-10-15T19:10:13Z,2025-10-15T19:10:13Z,8436772746,15,342.0,73,4767705,79,Durov’s Cap (RGB Glitch),1075025,710,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rbxthumb://type=AvatarHeadShot&id=2797094555&w=420&h=420,Rur31156,1528,2025-10-16T05:19:29Z,2025-10-16T05:19:29Z,2797094555,325,,133,44409025,60,Plush Pepe (Emerald Plush),6985225,8687,15249,,,,,,,,,,,,,,,,,692.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rbxthumb://type=AvatarHeadShot&id=9487116463&w=420&h=420,armen52719,32,2025-10-16T06:21:57Z,2025-10-16T06:21:57Z,9487116463,650,,92,5816315,51,Heart Locket (Delegram),986250,1597,105877,,,,182.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rbxthumb://type=AvatarHeadShot&id=8922185087&w=420&h=420,88kus1sia4,94,2025-10-17T06:44:15Z,2025-10-17T06:44:15Z,8922185087,650,,125,15751210,169,Heart Locket (Trapped Heart),487500,7345,486717,,,,740.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rbxthumb://type=AvatarHeadShot&id=6113306720&w=420&h=420,Kega188,499,2025-10-17T08:00:36Z,2025-10-17T08:01:25Z,6113306720,300,,30,85545,13,Scared Cat,10500,51,435,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rbxthumb://type=AvatarHeadShot&id=9519371922&w=420&h=420,Sterand47Akr,28,2025-10-16T14:02:52Z,2025-10-16T14:02:52Z,9519371922,650,,119,9927190,200,Heart Locket (Trapped Heart),487500,666,36868,,,,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rbxthumb://type=AvatarHeadShot&id=3984379781&w=420&h=420,Romaplay2250,1093,2025-10-16T13:44:47Z,2025-10-16T13:44:47Z,3984379781,300,,21,224520,21,Artisan Brick (Bomb Planted),63025,45,1954,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rbxthumb://type=AvatarHeadShot&id=3312081013&w=420&h=420,konek_gorb,1341,2025-10-16T13:44:01Z,2025-10-16T13:44:01Z,3312081013,15,229.0,94,7290690,63,Plush Pepe (Amalgam),1625025,989,154753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rbxthumb://type=AvatarHeadShot&id=8900500002&w=420&h=420,Reg11210,97,2025-10-15T15:55:05Z,2025-10-17T06:50:37Z,8900500002,15,1026.0,89,1943810,212,Sakura Flower (Flowey),83225,2881,417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rbxthumb://type=AvatarHeadShot&id=9616255423&w=420&h=420,FNAF_IMBA,14,2025-10-15T13:32:46Z,2025-10-15T13:32:46Z,9616255423,300,,5,5240,0,Flying Broom,2300,20,3000,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rbxthumb://type=AvatarHeadShot&id=4711474329&w=420&h=420,kio_0206,854,2025-10-15T19:46:00Z,2025-10-15T19:46:00Z,4711474329,15,226.0,92,3683345,69,Precious Peach (Bubbling Blue),202750,1423,18146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rbxthumb://type=AvatarHeadShot&id=3507221302&w=420&h=420,aBoBa8924,1265,2025-10-15T13:56:48Z,2025-10-15T13:56:48Z,3507221302,650,,144,30464715,240,Plush Pepe (Amalgam),1625025,7348,20341,,,,988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rbxthumb://type=AvatarHeadShot&id=2838986350&w=420&h=420,xxxt57_7,1513,2025-10-16T12:14:52Z,2025-10-16T12:14:52Z,2838986350,15,75.0,27,38050,11,Ionic Dryer,3850,156,7872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rbxthumb://type=AvatarHeadShot&id=8527723456&w=420&h=420,nans_5693,145,2025-10-16T16:34:55Z,2025-10-16T16:34:55Z,8527723456,15,211.0,52,229105,161,Cupid Charm (Pepe Love),87050,378,3283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rbxthumb://type=AvatarHeadShot&id=737445254&w=420&h=420,Misstik400,2605,2025-10-16T13:37:52Z,2025-10-16T13:37:52Z,737445254,15,90.0,51,1258225,15,Precious Peach (Bubbling Blue),202750,584,519107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rbxthumb://type=AvatarHeadShot&id=8214005259&w=420&h=420,PUDJpelmen67854,202,2025-10-15T15:21:11Z,2025-10-15T15:21:11Z,8214005259,15,1236.0,89,5461220,53,Plush Pepe (Amalgam),1625025,2435,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rbxthumb://type=AvatarHeadShot&id=4001320931&w=420&h=420,NeedForSpeedNoLimit3,1087,2025-10-16T14:28:58Z,2025-10-16T14:28:58Z,4001320931,2300,,2,2600,0,Flying Broom,2300,2,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rbxthumb://type=AvatarHeadShot&id=9002601683&w=420&h=420,ighgff54,84,2025-10-16T06:48:27Z,2025-10-16T14:12:54Z,9002601683,15,692.0,87,2194510,0,Loot Bag (Black Purrse),112050,2483,95524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rbxthumb://type=AvatarHeadShot&id=8257667136&w=420&h=420,cekcn2595,195,2025-10-16T14:22:18Z,2025-10-16T14:22:18Z,8257667136,0,,0,0,0,Heart,15,0,3000,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rbxthumb://type=AvatarHeadShot&id=8106280366&w=420&h=420,fjdjd_773,225,2025-10-16T05:21:22Z,2025-10-16T05:21:22Z,8106280366,15,236.0,101,2475575,330,Nail Bracelet (Interstellar),197425,1152,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rbxthumb://type=AvatarHeadShot&id=9733785528&w=420&h=420,darakanan,0,2025-10-16T13:22:50Z,2025-10-16T13:22:50Z,9733785528,900,,16,910800,2,Precious Peach (Angelic),245050,138,33105,,,,,,,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
